12
1,0.000000,20.000000,0.000000 ->2,10.000000,20.000000,0.000000 12,0.000000,20.000000,-20.000000 6,0.000000,0.000000,0.000000 
2,10.000000,20.000000,0.000000 ->1,0.000000,20.000000,0.000000 3,10.000000,10.000000,0.000000 11,10.000000,20.000000,-20.000000 
3,10.000000,10.000000,0.000000 ->2,10.000000,20.000000,0.000000 4,20.000000,10.000000,0.000000 10,10.000000,10.000000,-20.000000 
4,20.000000,10.000000,0.000000 ->5,20.000000,0.000000,0.000000 3,10.000000,10.000000,0.000000 9,20.000000,10.000000,-20.000000 
5,20.000000,0.000000,0.000000 ->8,20.000000,0.000000,-20.000000 4,20.000000,10.000000,0.000000 6,0.000000,0.000000,0.000000 
6,0.000000,0.000000,0.000000 ->5,20.000000,0.000000,0.000000 1,0.000000,20.000000,0.000000 7,0.000000,0.000000,-20.000000 
7,0.000000,0.000000,-20.000000 ->6,0.000000,0.000000,0.000000 8,20.000000,0.000000,-20.000000 12,0.0000000,20.0000000,-20.0000000
8,20.000000,0.000000,-20.000000 ->7,0.000000,0.000000,-20.000000 9,20.000000,10.000000,-20.000000 5,20.000000,0.000000,0.000000
9,20.0000000,10.0000000,-20.0000000 ->8,20.0000000,0.0000000,-20.0000000 10,10.0000000,10.0000000,-20.0000000 4,20.0000000,10.0000000,0.0000000 
10,10.0000000,10.0000000,-20.0000000 ->9,20.0000000,10.0000000,-20.0000000 11,10.0000000,20.0000000,-20.0000000 3,10.0000000,10.0000000,0.0000000 
11,10.0000000,20.0000000,-20.0000000 ->10,10.0000000,10.0000000,-20.0000000 12,0.0000000,20.0000000,-20.0000000 2,10.000000,20.000000,0.000000 
12,0.0000000,20.0000000,-20.0000000 ->11,10.0000000,20.0000000,-20.0000000 1,0.000000,20.000000,0.000000 7,0.0000000,0.0000000,-20.0000000 


